age;workclass;education;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;result
[24-28); Private; Bachelors; Never-married; Adm-clerical; Own-child; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; 7th-8th; Married-civ-spouse; Machine-op-inspct; Wife; Other; Female;[-inf-57);[-inf-1552);[40-42); Puerto-Rico; <=50K
[36-44); Private; Some-college; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[1882-1923);[40-42); United-States; >50K
[30-36); Local-gov; Masters; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; 5th-6th; Married-spouse-absent; Farming-fishing; Not-in-family; White; Male;[-inf-57);[-inf-1552);[35-40); Mexico; <=50K
[44-62); Self-emp-inc; Assoc-voc; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; Some-college; Separated; Tech-support; Unmarried; Black; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[-inf-22); Private; 10th; Never-married; Handlers-cleaners; Own-child; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[-inf-22); Private; HS-grad; Never-married; Other-service; Other-relative; Black; Male;[-inf-57);[1569-1821);[-inf-35); United-States; <=50K
[44-62); Private; HS-grad; Divorced; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Divorced; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Private; HS-grad; Married-civ-spouse; Sales; Wife; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[30-36); Self-emp-not-inc; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[28-30); Private; Some-college; Married-civ-spouse; Adm-clerical; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[62-inf); Self-emp-inc; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[22-24); Private; Bachelors; Never-married; Prof-specialty; Not-in-family; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[24-28); State-gov; Masters; Never-married; Prof-specialty; Not-in-family; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Assoc-voc; Married-civ-spouse; Prof-specialty; Wife; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Assoc-acdm; Married-civ-spouse; Priv-house-serv; Other-relative; White; Female;[-inf-57);[-inf-1552);[35-40); Poland; <=50K
[36-44); Private; Masters; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[-inf-22); Private; HS-grad; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[30-36); Private; Assoc-voc; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[28-30); Local-gov; HS-grad; Never-married; Other-service; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Machine-op-inspct; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); Cuba; <=50K
[22-24); Private; HS-grad; Never-married; Craft-repair; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Masters; Never-married; Prof-specialty; Own-child; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[62-inf); Local-gov; Some-college; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[-inf-22); Private; 11th; Never-married; Other-service; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; HS-grad; Widowed; Handlers-cleaners; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[28-30); Private; 12th; Married-civ-spouse; Machine-op-inspct; Other-relative; Other; Male;[-inf-57);[-inf-1552);[40-42); Ecuador; <=50K
[24-28); Local-gov; Assoc-voc; Never-married; Tech-support; Own-child; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[30-36); Private; Assoc-acdm; Divorced; Craft-repair; Unmarried; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[36-44); Private; Assoc-voc; Married-civ-spouse; Tech-support; Wife; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[30-36); State-gov; HS-grad; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; HS-grad; Never-married; Craft-repair; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Self-emp-inc; Some-college; Married-civ-spouse; Sales; Wife; White; Female;[-inf-57);[-inf-1552);[50-inf); Canada; >50K
[36-44); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; Amer-Indian-Eskimo; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Self-emp-not-inc; Some-college; Married-civ-spouse; Prof-specialty; Wife; White; Female;[-inf-57);[1979-2162);[50-inf); Canada; <=50K
[24-28); Private; Some-college; Never-married; Priv-house-serv; Not-in-family; White; Female;[-inf-57);[-inf-1552);[50-inf); Hungary; <=50K
[30-36); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; 7th-8th; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[36-44); Private; 9th; Divorced; Sales; Not-in-family; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Some-college; Divorced; Craft-repair; Unmarried; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Assoc-acdm; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Bachelors; Married-civ-spouse; Transport-moving; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[-inf-22); Private; Some-college; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Some-college; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[36-44); Private; Doctorate; Married-civ-spouse; Exec-managerial; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); Canada; >50K
[62-inf); Private; Assoc-voc; Married-civ-spouse; Prof-specialty; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[24-28); Private; 11th; Separated; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[42-50); Germany; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Private; Some-college; Separated; Transport-moving; Not-in-family; Amer-Indian-Eskimo; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[24-28); Private; 12th; Never-married; Machine-op-inspct; Unmarried; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[22-24); Private; HS-grad; Never-married; Handlers-cleaners; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; 1st-4th; Never-married; Machine-op-inspct; Not-in-family; White; Male;[-inf-57);[-inf-1552);[-inf-35); Mexico; <=50K
[44-62); Private; Bachelors; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; Masters; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[1976-1979);[42-50); United-States; >50K
[36-44); Local-gov; Prof-school; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[7074-inf);[-inf-1552);[42-50); United-States; >50K
[36-44); Local-gov; Bachelors; Never-married; Tech-support; Own-child; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[36-44); Self-emp-not-inc; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[42-50); United-States; >50K
[62-inf); Private; Bachelors; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[44-62); Private; Assoc-voc; Separated; Machine-op-inspct; Not-in-family; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[22-24); Private; HS-grad; Never-married; Craft-repair; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; HS-grad; Widowed; Exec-managerial; Unmarried; White; Male;[-inf-57);[-inf-1552);[35-40); United-States; >50K
[-inf-22); Private; Some-college; Never-married; Sales; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Bachelors; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[36-44); Self-emp-inc; HS-grad; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[1976-1979);[50-inf); Italy; >50K
[36-44); Self-emp-not-inc; Some-college; Married-civ-spouse; Other-service; Husband; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Sales; Husband; White; Male;[-inf-57);[1821-1862);[40-42); United-States; >50K
[44-62); Private; HS-grad; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Private; HS-grad; Never-married; Other-service; Unmarried; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Self-emp-not-inc; Some-college; Widowed; Farming-fishing; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Handlers-cleaners; Own-child; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; HS-grad; Never-married; Handlers-cleaners; Other-relative; Black; Male;[-inf-57);[-inf-1552);[42-50); United-States; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[22-24); Private; Some-college; Divorced; Adm-clerical; Not-in-family; Black; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Assoc-voc; Divorced; Prof-specialty; Unmarried; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[36-44); Private; Doctorate; Married-spouse-absent; Prof-specialty; Unmarried; Amer-Indian-Eskimo; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; HS-grad; Divorced; Craft-repair; Unmarried; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; HS-grad; Never-married; Transport-moving; Unmarried; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[30-36); Private; 9th; Married-civ-spouse; Other-service; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[36-44); Private; HS-grad; Divorced; Handlers-cleaners; Unmarried; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Assoc-voc; Married-civ-spouse; Craft-repair; Husband; White; Male;[4244-4401);[-inf-1552);[42-50); United-States; >50K
[36-44); Private; Doctorate; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[24-28); Private; Assoc-voc; Never-married; Machine-op-inspct; Unmarried; Black; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Self-emp-not-inc; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[-inf-22); Private; HS-grad; Never-married; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Bachelors; Married-civ-spouse; Tech-support; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[30-36); Private; HS-grad; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Some-college; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[62-inf); Private; 1st-4th; Widowed; Machine-op-inspct; Not-in-family; White; Female;[57-3048);[-inf-1552);[-inf-35); Ecuador; <=50K
[36-44); Private; Some-college; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; >50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[24-28); Private; Some-college; Never-married; Craft-repair; Own-child; Amer-Indian-Eskimo; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Assoc-acdm; Married-civ-spouse; Prof-specialty; Husband; White; Male;[7074-inf);[-inf-1552);[40-42); United-States; >50K
[24-28); Private; HS-grad; Never-married; Handlers-cleaners; Unmarried; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Private; Assoc-voc; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; >50K
[36-44); Private; HS-grad; Separated; Transport-moving; Not-in-family; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[22-24); Private; Some-college; Separated; Farming-fishing; Other-relative; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; Bachelors; Married-civ-spouse; Exec-managerial; Husband; White; Male;[-inf-57);[1882-1923);[50-inf); United-States; >50K
[44-62); Local-gov; Masters; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Local-gov; Masters; Never-married; Prof-specialty; Not-in-family; White; Female;[-inf-57);[1569-1821);[50-inf); United-States; <=50K
[-inf-22); Local-gov; Some-college; Never-married; Prof-specialty; Not-in-family; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[-inf-22); Private; Some-college; Never-married; Adm-clerical; Own-child; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[44-62); Private; Bachelors; Divorced; Exec-managerial; Not-in-family; Black; Female;[7074-inf);[-inf-1552);[50-inf); United-States; >50K
[36-44); Private; 5th-6th; Divorced; Priv-house-serv; Unmarried; White; Female;[-inf-57);[-inf-1552);[40-42); Mexico; <=50K
[36-44); Private; HS-grad; Married-civ-spouse; Transport-moving; Husband; White; Male;[-inf-57);[-inf-1552);[-inf-35); United-States; >50K
[30-36); Private; HS-grad; Married-civ-spouse; Transport-moving; Wife; White; Female;[5119-5317);[-inf-1552);[35-40); United-States; >50K
[36-44); Private; HS-grad; Divorced; Machine-op-inspct; Other-relative; White; Female;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[36-44); Self-emp-not-inc; Some-college; Married-civ-spouse; Farming-fishing; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Private; HS-grad; Divorced; Other-service; Unmarried; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Private; HS-grad; Divorced; Adm-clerical; Not-in-family; White; Female;[-inf-57);[-inf-1552);[-inf-35); United-States; <=50K
[36-44); Private; Assoc-acdm; Divorced; Exec-managerial; Unmarried; Black; Female;[-inf-57);[-inf-1552);[35-40); Jamaica; <=50K
[36-44); Private; Bachelors; Divorced; Prof-specialty; Not-in-family; White; Female;[-inf-57);[-inf-1552);[35-40); United-States; <=50K
[44-62); Self-emp-not-inc; HS-grad; Widowed; Craft-repair; Not-in-family; White; Male;[-inf-57);[1979-2162);[35-40); United-States; <=50K
[44-62); Self-emp-inc; Prof-school; Married-civ-spouse; Prof-specialty; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[30-36); Local-gov; Assoc-acdm; Married-civ-spouse; Protective-serv; Husband; White; Male;[-inf-57);[-inf-1552);[50-inf); United-States; <=50K
[44-62); Self-emp-not-inc; Prof-school; Married-civ-spouse; Prof-specialty; Husband; Asian-Pac-Islander; Male;[-inf-57);[-inf-1552);[50-inf); Taiwan; >50K
[36-44); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
[44-62); Private; HS-grad; Married-civ-spouse; Craft-repair; Husband; White; Male;[-inf-57);[-inf-1552);[40-42); United-States; <=50K
